PassengerId,Survived,Pclass,Sex,Age,Parch,Fare,Embarked,Name_length,Has_Cabin,FamilySize,IsAlone,Title
533,1,3,0,1,2,2,1,38,0,3,0,3
534,0,3,0,1,0,1,0,19,0,1,1,2
535,1,2,0,0,2,2,0,22,0,3,0,2
536,0,1,1,2,0,2,0,33,1,1,1,5
537,1,1,0,1,0,3,1,19,0,1,1,2
538,0,3,1,1,0,2,0,24,0,1,1,1
539,1,1,0,1,2,3,1,34,1,3,0,2
540,1,1,0,2,2,3,0,23,1,3,0,2
541,0,3,0,0,2,3,0,36,0,7,0,2
542,0,3,0,0,2,3,0,33,0,7,0,2
543,1,2,1,1,0,2,0,17,0,2,0,1
544,0,1,1,3,0,3,1,26,1,2,0,1
545,0,1,1,3,0,2,0,28,0,1,1,1
546,1,2,0,1,0,2,0,33,0,2,0,3
547,1,2,1,2,0,1,1,26,0,1,1,1
548,0,3,1,2,1,2,0,25,0,3,0,1
549,1,2,1,0,1,3,0,30,0,3,0,4
550,1,1,1,1,2,3,1,27,1,3,0,1
551,0,2,1,1,0,2,0,27,0,1,1,1
552,0,3,1,1,0,0,2,20,0,1,1,1
553,1,3,1,1,0,0,1,33,0,1,1,1
554,1,3,0,1,0,0,0,18,0,1,1,2
555,0,1,1,3,0,2,0,18,0,1,1,1
556,1,1,0,2,0,3,1,65,1,2,0,5
557,0,1,1,2,0,3,1,19,0,1,1,1
558,1,1,0,2,1,3,0,38,1,3,0,3
559,1,3,0,2,0,2,0,44,0,2,0,3
560,0,3,1,1,0,0,2,24,0,1,1,1
561,0,3,1,2,0,0,0,17,0,1,1,1
562,0,2,1,1,0,1,0,26,0,1,1,1
563,0,3,1,1,0,1,0,17,0,1,1,1
564,0,3,0,1,0,1,0,30,0,1,1,2
565,0,3,1,1,0,2,0,20,0,3,0,1
566,0,3,1,1,0,0,0,20,0,1,1,1
567,0,3,0,1,4,2,0,43,0,5,0,3
568,0,3,1,0,0,0,1,19,0,1,1,1
569,1,3,1,1,0,0,0,17,0,1,1,1
570,1,2,1,3,0,1,0,18,0,1,1,1
571,1,1,0,3,0,3,0,45,1,3,0,3
572,1,1,1,2,0,2,0,32,1,1,1,1
573,1,3,0,1,0,0,2,17,0,1,1,2
574,0,3,1,0,0,1,0,28,0,1,1,1
575,0,3,1,1,0,2,0,20,0,1,1,1
576,1,2,0,2,0,1,0,20,0,1,1,2
577,1,1,0,2,0,3,0,41,1,2,0,3
578,0,3,0,1,0,2,1,32,0,2,0,3
579,1,3,1,1,0,1,0,19,0,1,1,1
580,1,2,0,1,1,2,0,27,0,3,0,2
581,1,1,0,2,1,3,1,52,1,3,0,3
582,0,2,1,3,0,2,0,26,0,1,1,1
583,0,1,1,2,0,3,1,19,1,1,1,1
584,0,3,1,2,0,1,1,19,0,1,1,1
585,1,1,0,1,2,3,0,19,1,3,0,2
586,0,2,1,2,0,2,0,23,0,1,1,1
587,1,1,1,3,1,3,1,32,1,3,0,1
588,0,3,1,1,0,1,0,21,0,1,1,1
589,0,3,1,2,0,1,0,19,0,1,1,1
590,0,3,1,2,0,0,0,20,0,1,1,1
591,1,1,0,3,0,3,1,47,1,2,0,3
592,0,3,1,2,0,0,0,26,0,1,1,1
593,0,3,0,2,2,0,2,18,0,3,0,2
594,0,2,1,2,0,2,0,23,0,2,0,1
595,0,3,1,2,1,2,0,27,0,3,0,1
596,1,2,0,1,0,3,0,26,0,1,1,2
597,0,3,1,3,0,0,0,19,0,1,1,1
598,0,3,1,1,0,0,1,17,0,1,1,1
599,1,1,1,3,0,3,1,44,1,2,0,5
600,1,2,0,1,1,2,0,51,0,4,0,3
601,0,3,1,1,0,0,0,20,0,1,1,1
602,0,1,1,0,0,3,0,25,0,1,1,1
603,0,3,1,2,0,1,0,25,0,1,1,1
604,1,1,1,2,0,2,1,31,0,1,1,1
605,0,3,1,2,0,2,0,29,0,2,0,1
606,0,3,1,1,0,0,0,17,0,1,1,1
607,1,1,1,1,0,2,0,27,0,1,1,1
608,1,2,0,1,2,3,1,53,0,4,0,3
609,1,1,0,2,0,3,0,25,1,1,1,2
610,0,3,0,2,5,3,0,57,0,7,0,3
611,0,3,1,1,0,0,0,21,0,1,1,1
612,1,3,0,1,0,2,2,27,0,2,0,2
613,0,3,1,1,0,0,2,16,0,1,1,1
614,0,3,1,2,0,1,0,31,0,1,1,1
615,1,2,0,1,2,3,0,19,0,4,0,2
616,0,3,1,2,1,1,0,25,0,3,0,1
617,0,3,0,1,0,2,0,47,0,2,0,3
618,1,2,0,0,1,3,0,27,1,4,0,2
619,0,2,1,1,0,1,0,19,0,1,1,1
620,0,3,1,1,0,2,1,19,0,2,0,1
621,1,1,1,2,0,3,0,28,1,2,0,1
622,1,3,1,1,1,2,1,16,0,3,0,1
623,0,3,1,1,0,0,0,27,0,1,1,1
624,0,3,1,1,0,2,0,27,0,1,1,1
625,0,1,1,3,0,3,0,21,1,1,1,1
626,0,2,1,3,0,1,2,30,0,1,1,5
627,1,1,0,1,0,3,0,29,1,1,1,2
628,0,3,1,1,0,0,0,25,0,1,1,1
629,0,3,1,2,0,0,2,24,0,1,1,1
630,1,1,1,4,0,2,0,36,1,1,1,1
631,0,3,1,3,0,0,0,27,0,1,1,1
632,1,1,1,1,0,2,1,25,1,1,1,5
633,0,1,1,1,0,0,0,29,0,1,1,1
634,0,3,0,0,2,2,0,18,0,6,0,2
635,1,2,0,1,0,1,0,17,0,1,1,2
636,0,3,1,1,0,1,0,26,0,1,1,1
637,0,2,1,1,1,2,0,19,0,3,0,1
638,0,3,0,2,5,3,0,38,0,6,0,3
639,0,3,1,2,0,2,0,26,0,2,0,1
640,0,3,1,1,0,0,0,22,0,1,1,1
641,1,1,0,1,0,3,1,20,1,1,1,2
642,0,3,0,0,2,2,0,29,0,6,0,2
643,1,3,1,1,0,3,0,15,0,1,1,1
644,1,3,0,0,1,2,1,22,0,4,0,2
645,1,1,1,2,0,3,1,25,1,2,0,1
646,0,3,1,1,0,0,0,17,0,1,1,1
647,1,1,1,3,0,3,1,35,1,1,1,5
648,0,3,1,1,0,0,0,18,0,1,1,1
649,1,3,0,1,0,0,0,31,0,1,1,2
650,0,3,1,2,0,0,0,17,0,1,1,1
651,1,2,0,1,1,2,0,19,0,2,0,2
652,0,3,1,1,0,1,0,30,0,1,1,1
653,1,3,0,1,0,0,2,29,0,1,1,2
654,0,3,0,1,0,0,2,28,0,1,1,2
655,0,2,1,1,0,3,0,25,0,3,0,1
656,0,3,1,2,0,0,0,21,0,1,1,1
657,0,3,0,1,1,2,2,29,0,3,0,3
658,0,2,1,1,0,1,0,28,0,1,1,1
659,0,1,1,3,2,3,1,26,1,3,0,1
660,1,1,1,3,0,3,0,29,0,3,0,5
661,0,3,1,2,0,0,1,17,0,1,1,1
662,0,1,1,2,0,2,0,26,1,1,1,1
663,0,3,1,2,0,0,0,16,0,1,1,1
664,1,3,1,1,0,1,0,27,0,2,0,1
665,0,2,1,1,0,3,0,18,0,3,0,1
666,0,2,1,1,0,1,0,27,0,1,1,1
667,0,3,1,1,0,0,0,26,0,1,1,1
668,0,3,1,2,0,1,0,15,0,1,1,1
669,1,1,0,1,0,3,0,49,1,2,0,3
670,1,2,0,2,1,3,0,61,0,3,0,3
671,0,1,1,1,0,3,0,22,1,2,0,1
672,0,2,1,4,0,1,0,27,0,1,1,1
673,1,2,1,1,0,1,0,21,0,1,1,1
674,0,2,1,1,0,0,0,26,0,1,1,1
675,0,3,1,1,0,0,0,30,0,1,1,1
676,0,3,1,1,0,1,0,29,0,1,1,1
677,1,3,0,1,0,1,0,23,0,1,1,2
678,0,3,0,2,6,3,0,39,0,8,0,3
679,1,1,1,2,1,3,1,34,1,2,0,1
680,0,3,0,2,0,1,2,19,0,1,1,2
681,1,1,1,1,0,3,1,18,1,1,1,1
682,0,3,1,1,0,1,0,27,0,1,1,1
683,0,3,1,0,2,3,0,27,0,8,0,1
684,0,2,1,3,1,3,0,33,0,3,0,1
685,0,2,1,1,2,3,1,38,0,4,0,1
686,0,3,1,0,1,3,0,24,0,6,0,1
687,0,3,1,1,0,1,0,17,0,1,1,1
688,0,3,1,1,0,0,0,31,0,1,1,1
689,1,1,0,0,1,3,0,33,1,2,0,2
690,1,1,1,1,0,3,0,23,1,2,0,1
691,1,3,0,0,1,1,1,18,0,2,0,2
692,1,3,1,2,0,3,0,12,0,1,1,1
693,0,3,1,1,0,0,1,16,0,1,1,1
694,0,1,1,3,0,2,0,15,0,1,1,5
695,0,2,1,3,0,1,0,26,0,1,1,1
696,0,3,1,2,0,1,0,16,0,1,1,1
697,1,3,0,0,0,0,2,32,0,1,1,2
698,0,1,1,3,1,3,1,24,1,3,0,1
699,0,3,1,2,0,0,0,40,1,1,1,1
700,1,1,0,1,0,3,1,49,1,2,0,3
701,1,1,1,2,0,2,0,32,1,1,1,1
702,0,3,0,1,1,2,1,21,0,2,0,2
703,0,3,1,1,0,0,2,21,0,1,1,1
704,0,3,1,1,0,0,0,23,0,2,0,1
705,0,2,1,2,0,2,0,46,0,1,1,1
706,1,2,0,2,0,1,0,29,0,1,1,3
707,1,1,1,2,0,2,0,33,1,1,1,1
708,1,1,0,1,0,3,0,20,0,1,1,2
709,1,3,1,2,1,2,1,49,0,3,0,4
710,1,1,0,1,0,3,1,48,1,1,1,2
711,0,1,1,1,0,2,0,18,1,1,1,1
712,1,1,1,2,0,3,0,24,1,2,0,1
713,0,3,1,1,0,1,0,26,0,1,1,1
714,0,2,1,3,0,1,0,21,0,1,1,1
715,0,3,1,1,0,0,0,42,1,1,1,1
716,1,1,0,2,0,3,1,29,1,1,1,2
717,1,2,0,1,0,1,0,35,1,1,1,2
718,0,3,1,1,0,2,2,19,0,1,1,1
719,0,3,1,2,0,0,0,28,0,1,1,1
720,1,2,0,0,1,3,0,33,0,2,0,2
721,0,3,1,1,0,0,0,25,0,2,0,1
722,0,2,1,2,0,1,0,28,0,1,1,1
723,0,2,1,3,0,1,0,23,0,1,1,1
724,1,1,1,1,0,3,0,29,1,2,0,1
725,0,3,1,1,0,1,0,19,0,1,1,1
726,1,2,0,1,0,2,0,43,0,4,0,3
727,1,3,0,2,0,0,2,24,0,1,1,2
728,0,2,1,1,0,2,0,31,0,2,0,1
729,0,3,0,1,0,1,0,29,0,2,0,2
730,1,1,0,1,0,3,0,29,1,1,1,2
731,0,3,1,0,0,2,1,24,0,1,1,1
732,0,2,1,1,0,0,0,20,0,1,1,1
733,0,2,1,1,0,1,0,26,0,1,1,1
734,0,2,1,1,0,1,0,28,0,1,1,1
735,0,3,1,1,0,2,0,20,0,1,1,1
736,0,3,0,2,3,3,0,39,0,5,0,3
737,1,1,1,2,0,3,1,22,1,1,1,1
738,0,3,1,2,0,0,0,18,0,1,1,1
739,0,3,1,2,0,0,0,18,0,1,1,1
740,1,1,1,1,0,2,0,27,1,1,1,1
741,0,1,1,2,0,3,0,29,1,2,0,1
742,1,1,0,1,2,3,1,37,1,5,0,2
743,0,3,1,1,0,2,0,17,0,2,0,1
744,1,3,1,1,0,1,0,18,0,1,1,1
745,0,1,1,4,1,3,0,28,1,3,0,5
746,0,3,1,0,1,2,0,27,0,3,0,1
747,1,2,0,1,0,1,0,21,0,1,1,2
748,0,1,1,1,0,3,0,25,1,2,0,1
749,0,3,1,1,0,0,2,23,0,1,1,1
750,1,2,0,0,1,2,0,17,0,3,0,2
751,1,3,1,0,1,1,0,19,1,2,0,4
752,0,3,1,2,0,1,0,32,0,1,1,1
753,0,3,1,1,0,0,0,18,0,1,1,1
754,1,2,0,2,2,3,0,32,0,4,0,3
755,1,2,1,0,1,2,0,25,0,3,0,4
756,0,3,1,1,0,0,0,28,0,1,1,1
757,0,2,1,1,0,1,0,24,0,1,1,1
758,0,3,1,2,0,1,0,28,0,1,1,1
759,1,1,0,2,0,3,0,56,1,1,1,5
760,0,3,1,2,0,2,0,18,0,1,1,1
761,0,3,1,2,0,0,0,30,0,1,1,1
762,1,3,1,1,0,0,1,21,0,1,1,1
763,1,1,0,2,2,3,0,41,1,4,0,3
764,0,3,1,0,0,0,0,22,0,1,1,1
765,1,1,0,3,0,3,0,36,1,2,0,3
766,0,1,1,2,0,3,1,25,0,1,1,5
767,0,3,0,1,0,0,2,18,0,1,1,2
768,0,3,1,2,0,2,2,19,0,2,0,1
769,0,3,1,1,0,1,0,32,0,1,1,1
770,0,3,1,1,0,1,0,22,0,1,1,1
771,0,3,1,2,0,0,0,23,0,1,1,1
772,0,2,0,3,0,1,0,17,1,1,1,3
773,0,3,1,1,0,0,1,15,0,1,1,1
774,1,2,0,3,3,2,0,37,0,5,0,3
775,0,3,1,1,0,0,0,39,0,1,1,1
776,0,3,1,1,0,0,2,16,1,1,1,1
777,1,3,0,0,0,1,0,29,0,1,1,2
778,0,3,1,2,0,0,2,23,0,1,1,1
779,1,1,0,2,1,3,0,53,1,2,0,3
780,1,3,0,0,0,0,1,20,0,1,1,2
781,1,1,0,1,0,3,0,41,1,2,0,3
782,0,1,1,1,0,2,0,22,1,1,1,1
783,0,3,1,1,2,2,0,22,0,4,0,1
784,0,3,1,1,0,0,0,16,0,1,1,1
785,0,3,1,1,0,0,0,34,0,1,1,1
786,1,3,0,1,0,0,0,25,0,1,1,2
787,0,3,1,0,1,2,2,25,0,6,0,4
788,1,3,1,0,2,2,0,26,0,4,0,4
789,0,1,1,2,0,3,1,24,1,1,1,1
790,0,3,1,1,0,0,2,24,0,1,1,1
791,0,2,1,0,0,2,0,19,0,1,1,1
792,0,3,0,2,2,3,0,23,0,11,0,2
793,0,1,1,1,0,2,1,24,0,1,1,1
794,0,3,1,1,0,0,0,21,0,1,1,1
795,0,2,1,2,0,1,0,18,0,1,1,1
796,1,1,0,3,0,2,0,27,1,1,1,5
797,1,3,0,1,0,1,0,16,0,1,1,3
798,0,3,1,1,0,0,1,28,0,1,1,1
799,0,3,0,1,1,2,0,52,0,3,0,3
800,0,2,1,2,0,1,0,20,0,1,1,1
801,1,2,0,1,1,2,0,43,0,3,0,3
802,1,1,1,0,2,3,0,35,1,4,0,4
803,1,3,1,0,1,1,1,31,0,2,0,4
804,1,3,1,1,0,0,0,23,0,1,1,1
805,0,3,1,1,0,0,0,25,0,1,1,1
806,0,1,1,2,0,0,0,22,1,1,1,1
807,0,3,0,1,0,0,0,31,0,1,1,2
808,0,2,1,2,0,1,0,17,0,1,1,1
809,1,1,0,2,0,3,0,46,1,2,0,3
810,0,3,1,1,0,0,0,22,0,1,1,1
811,0,3,1,2,0,2,0,17,0,1,1,1
812,0,2,1,2,0,1,0,25,0,1,1,1
813,0,3,0,0,2,3,0,34,0,7,0,2
814,0,3,1,1,0,1,0,26,0,1,1,1
815,0,1,1,2,0,0,0,16,1,1,1,1
816,0,3,0,1,0,1,0,28,0,1,1,2
817,0,2,1,1,1,3,1,18,0,3,0,1
818,0,3,1,2,0,0,0,32,0,1,1,1
819,0,3,1,0,2,2,0,28,0,6,0,4
820,1,1,0,3,1,3,0,50,1,3,0,3
821,1,3,1,1,0,1,0,17,0,1,1,1
822,0,1,1,2,0,0,0,31,0,1,1,5
823,1,3,0,1,1,1,0,18,1,2,0,3
824,0,3,1,0,1,3,0,28,0,6,0,4
825,0,3,1,1,0,0,2,15,0,1,1,1
826,0,3,1,1,0,3,0,12,0,1,1,1
827,1,2,1,0,2,3,1,21,0,3,0,4
828,1,3,1,2,0,0,2,28,0,1,1,1
829,1,1,0,3,0,3,0,41,1,1,1,3
830,1,3,0,0,0,2,1,39,0,2,0,3
831,1,2,1,0,1,2,0,31,0,3,0,4
832,0,3,1,2,0,0,1,14,0,1,1,1
833,0,3,1,1,0,0,0,22,0,1,1,1
834,0,3,1,1,0,1,0,22,0,1,1,1
835,1,1,0,2,1,3,1,27,1,3,0,2
836,0,3,1,1,0,1,0,16,0,1,1,1
837,0,3,1,1,0,1,0,19,0,1,1,1
838,1,3,1,1,0,3,0,15,0,1,1,1
839,1,1,1,2,0,2,1,20,1,1,1,1
840,0,3,1,1,0,1,0,27,0,1,1,1
841,0,2,1,0,0,1,0,24,0,1,1,1
842,1,1,0,1,0,2,1,23,0,1,1,2
843,0,3,1,2,0,0,1,26,0,1,1,1
844,0,3,1,1,0,1,0,19,0,1,1,1
845,0,3,1,2,0,0,0,19,0,1,1,1
846,0,3,1,1,2,3,0,24,0,11,0,1
847,0,3,1,2,0,0,1,18,0,1,1,1
848,0,2,1,1,1,3,0,17,0,2,0,5
849,1,1,0,1,0,3,1,44,1,2,0,3
850,0,3,1,0,2,3,0,39,0,7,0,4
851,0,3,1,4,0,0,0,19,0,1,1,1
852,0,3,0,0,1,2,1,23,0,3,0,2
853,1,1,0,0,1,3,0,25,1,2,0,2
854,0,2,0,2,0,2,0,45,0,2,0,3
855,1,3,0,1,1,1,0,26,0,2,0,3
856,1,1,0,2,1,3,0,42,0,3,0,3
857,1,1,1,3,0,2,0,22,1,1,1,1
858,1,3,0,1,3,2,1,37,0,4,0,3
859,0,3,1,2,0,0,1,16,0,1,1,1
860,0,3,1,2,0,1,0,23,0,3,0,1
861,0,2,1,1,0,1,0,27,0,2,0,1
862,1,1,0,2,0,2,0,51,1,1,1,3
863,0,3,0,2,2,3,0,33,0,11,0,2
864,0,2,1,1,0,1,0,22,0,1,1,1
865,1,2,0,2,0,1,0,24,0,1,1,3
866,1,2,0,1,0,1,1,28,0,2,0,2
867,0,1,1,1,0,3,0,36,1,1,1,1
868,0,3,1,0,0,1,0,27,0,1,1,1
869,1,3,1,0,1,1,0,31,0,3,0,4
870,0,3,1,1,0,0,0,17,0,1,1,1
871,1,1,0,2,1,3,0,48,1,3,0,3
872,0,1,1,2,0,0,0,24,1,1,1,1
873,0,3,1,2,0,1,0,27,0,1,1,1
874,1,2,0,1,0,2,1,37,0,2,0,3
875,1,3,0,0,0,0,1,32,0,1,1,2
876,0,3,1,1,0,1,0,29,0,1,1,1
877,0,3,1,1,0,0,0,20,0,1,1,1
878,0,3,1,2,0,0,0,18,0,1,1,1
879,1,1,0,3,1,3,1,45,1,2,0,3
880,1,2,0,1,1,2,0,44,0,2,0,3
881,0,3,1,2,0,0,0,18,0,1,1,1
882,0,3,0,1,0,1,0,28,0,1,1,2
883,0,2,1,1,0,1,0,29,0,1,1,1
884,0,3,1,1,0,0,0,22,0,1,1,1
885,0,3,0,2,5,2,2,36,0,6,0,3
886,0,2,1,1,0,1,0,21,0,1,1,5
887,1,1,0,1,0,2,0,28,1,1,1,2
888,0,3,0,1,2,2,0,40,0,4,0,2
889,1,1,1,1,0,2,1,21,1,1,1,1
890,0,3,1,1,0,0,2,19,0,1,1,1
